ticket_id,customer_id,customer_segment,complaint_type,severity,ticket_date,model_version,status,resolution_hours
TKT-00562,CUST-081,Enterprise CPaaS,availability,critical,2025-07-27,v3.1,closed,19.8
TKT-00563,CUST-065,Mid-Market Contact Center,missed_spam,medium,2025-03-09,v3.0,closed,117.2
TKT-00564,CUST-094,Growth CPaaS,missed_spam,medium,2025-03-08,v3.0,closed,43.8
TKT-00565,CUST-001,Tier 1 Carrier,false_positive,medium,2025-11-26,v3.2,open,9.7
TKT-00566,CUST-069,Mid-Market Contact Center,false_positive,low,2025-07-17,v3.1,resolved,46.5
TKT-00567,CUST-001,Tier 1 Carrier,false_positive,medium,2025-09-05,v3.2,resolved,116.9
TKT-00568,CUST-043,Mid-Market Bank,missed_spam,medium,2025-06-23,v3.1,resolved,83.7
TKT-00569,CUST-097,Growth CPaaS,integration,high,2025-02-12,v3.0,closed,111.6
TKT-00570,CUST-049,Enterprise Contact Center,integration,medium,2025-12-09,v3.2,closed,118.4
TKT-00571,CUST-084,Enterprise CPaaS,missed_spam,medium,2025-02-22,v3.0,open,30.9
TKT-00572,CUST-019,Regional Carrier,false_positive,medium,2025-11-02,v3.2,resolved,21.4
TKT-00573,CUST-048,Enterprise Contact Center,integration,high,2025-04-18,v3.0,closed,104.8
TKT-00574,CUST-002,Tier 1 Carrier,false_positive,high,2025-09-09,v3.2,closed,75.6
TKT-00575,CUST-069,Mid-Market Contact Center,missed_spam,high,2025-12-31,v3.2,resolved,62.2
TKT-00576,CUST-009,Regional Carrier,availability,high,2025-07-30,v3.1,closed,85.7
TKT-00577,CUST-078,Enterprise CPaaS,billing,high,2025-07-22,v3.1,resolved,72.7
TKT-00578,CUST-033,Mid-Market Bank,false_positive,critical,2025-12-04,v3.2,resolved,69.9
TKT-00579,CUST-031,Enterprise Bank,missed_spam,critical,2025-07-17,v3.1,resolved,112.0
TKT-00580,CUST-062,Mid-Market Contact Center,missed_spam,medium,2025-02-25,v3.0,closed,18.7
TKT-00581,CUST-047,Enterprise Contact Center,availability,medium,2025-12-25,v3.2,resolved,113.8
TKT-00582,CUST-001,Tier 1 Carrier,latency,high,2025-10-13,v3.2,resolved,67.8
TKT-00583,CUST-011,Regional Carrier,availability,medium,2025-07-15,v3.1,closed,56.7
TKT-00584,CUST-002,Tier 1 Carrier,false_positive,medium,2025-11-22,v3.2,closed,28.7
TKT-00585,CUST-026,Enterprise Bank,missed_spam,high,2025-06-13,v3.1,closed,60.6
TKT-00586,CUST-001,Tier 1 Carrier,false_positive,medium,2025-12-09,v3.2,resolved,62.3
TKT-00587,CUST-027,Enterprise Bank,false_positive,high,2025-08-06,v3.1,resolved,81.0
TKT-00588,CUST-094,Growth CPaaS,missed_spam,medium,2025-03-29,v3.0,resolved,55.3
TKT-00589,CUST-001,Tier 1 Carrier,false_positive,critical,2025-11-22,v3.2,closed,40.5
TKT-00590,CUST-005,Tier 1 Carrier,false_positive,medium,2025-12-02,v3.2,resolved,45.5
TKT-00591,CUST-067,Mid-Market Contact Center,billing,medium,2025-03-26,v3.0,resolved,54.1
TKT-00592,CUST-003,Tier 1 Carrier,false_positive,high,2025-12-12,v3.2,resolved,87.6
TKT-00593,CUST-005,Tier 1 Carrier,false_positive,medium,2025-10-30,v3.2,closed,104.9
TKT-00594,CUST-100,Growth CPaaS,latency,medium,2025-04-18,v3.0,closed,118.7
TKT-00595,CUST-095,Growth CPaaS,billing,medium,2025-06-03,v3.1,closed,101.2
TKT-00596,CUST-077,Enterprise CPaaS,integration,high,2025-11-16,v3.2,resolved,7.8
TKT-00597,CUST-010,Regional Carrier,missed_spam,medium,2025-04-10,v3.0,closed,84.4
TKT-00598,CUST-008,Tier 1 Carrier,false_positive,high,2025-12-19,v3.2,resolved,27.5
TKT-00599,CUST-013,Regional Carrier,availability,critical,2025-11-05,v3.2,resolved,50.6
TKT-00600,CUST-005,Tier 1 Carrier,false_positive,low,2025-10-01,v3.2,resolved,89.6
TKT-00601,CUST-028,Enterprise Bank,availability,high,2025-08-18,v3.1,resolved,109.1
TKT-00602,CUST-052,Enterprise Contact Center,missed_spam,medium,2025-01-19,v3.0,resolved,33.4
TKT-00603,CUST-002,Tier 1 Carrier,false_positive,medium,2025-10-18,v3.2,closed,34.4
TKT-00604,CUST-062,Mid-Market Contact Center,missed_spam,high,2025-03-08,v3.0,resolved,17.0
TKT-00605,CUST-065,Mid-Market Contact Center,integration,critical,2025-04-17,v3.0,open,112.8
TKT-00606,CUST-057,Enterprise Contact Center,integration,medium,2025-03-16,v3.0,closed,116.6
TKT-00607,CUST-095,Growth CPaaS,integration,medium,2025-11-26,v3.2,resolved,16.4
TKT-00608,CUST-052,Enterprise Contact Center,billing,medium,2025-02-15,v3.0,closed,47.7
TKT-00609,CUST-100,Growth CPaaS,billing,medium,2025-11-16,v3.2,resolved,44.6
TKT-00610,CUST-024,Enterprise Bank,false_positive,low,2025-01-12,v3.0,closed,95.8
TKT-00611,CUST-055,Enterprise Contact Center,false_positive,high,2025-06-19,v3.1,resolved,98.6
TKT-00612,CUST-005,Tier 1 Carrier,false_positive,critical,2025-09-05,v3.2,closed,104.9
TKT-00613,CUST-040,Mid-Market Bank,latency,high,2025-11-14,v3.2,resolved,64.3
TKT-00614,CUST-080,Enterprise CPaaS,missed_spam,low,2025-12-06,v3.2,resolved,34.2
TKT-00615,CUST-001,Tier 1 Carrier,false_positive,critical,2025-10-18,v3.2,resolved,46.6
TKT-00616,CUST-004,Tier 1 Carrier,false_positive,high,2025-12-28,v3.2,resolved,27.1
TKT-00617,CUST-008,Tier 1 Carrier,missed_spam,high,2025-11-25,v3.2,open,14.5
TKT-00618,CUST-001,Tier 1 Carrier,false_positive,medium,2025-09-01,v3.2,resolved,25.4
TKT-00619,CUST-048,Enterprise Contact Center,false_positive,critical,2025-08-07,v3.1,resolved,5.9
TKT-00620,CUST-063,Mid-Market Contact Center,availability,medium,2025-06-11,v3.1,closed,87.7
TKT-00621,CUST-098,Growth CPaaS,missed_spam,high,2025-02-07,v3.0,closed,50.3
TKT-00622,CUST-004,Tier 1 Carrier,integration,medium,2025-07-14,v3.1,resolved,119.0
TKT-00623,CUST-027,Enterprise Bank,availability,medium,2025-04-09,v3.0,resolved,106.2
TKT-00624,CUST-030,Enterprise Bank,integration,high,2025-04-16,v3.0,closed,114.7
TKT-00625,CUST-005,Tier 1 Carrier,missed_spam,high,2025-10-22,v3.2,resolved,61.1
TKT-00626,CUST-032,Enterprise Bank,latency,low,2025-09-29,v3.2,resolved,93.9
TKT-00627,CUST-016,Regional Carrier,false_positive,medium,2025-09-01,v3.2,resolved,59.7
TKT-00628,CUST-072,Mid-Market Contact Center,integration,medium,2025-11-12,v3.2,closed,60.2
TKT-00629,CUST-005,Tier 1 Carrier,missed_spam,medium,2025-11-26,v3.2,open,81.8
TKT-00630,CUST-039,Mid-Market Bank,missed_spam,medium,2025-02-03,v3.0,resolved,100.3
TKT-00631,CUST-066,Mid-Market Contact Center,billing,high,2025-02-20,v3.0,resolved,110.3
TKT-00632,CUST-001,Tier 1 Carrier,false_positive,high,2025-09-02,v3.2,open,19.1
TKT-00633,CUST-003,Tier 1 Carrier,latency,critical,2025-05-22,v3.1,resolved,46.8
TKT-00634,CUST-058,Enterprise Contact Center,missed_spam,medium,2025-09-18,v3.2,closed,99.7
TKT-00635,CUST-035,Mid-Market Bank,billing,medium,2025-09-10,v3.2,closed,76.9
TKT-00636,CUST-033,Mid-Market Bank,missed_spam,high,2025-06-12,v3.1,resolved,29.8
TKT-00637,CUST-095,Growth CPaaS,latency,medium,2025-06-10,v3.1,resolved,63.4
TKT-00638,CUST-001,Tier 1 Carrier,false_positive,medium,2025-11-10,v3.2,closed,37.8
TKT-00639,CUST-077,Enterprise CPaaS,availability,medium,2025-02-09,v3.0,resolved,15.0
TKT-00640,CUST-057,Enterprise Contact Center,latency,low,2025-01-31,v3.0,resolved,40.6
TKT-00641,CUST-062,Mid-Market Contact Center,missed_spam,medium,2025-01-09,v3.0,resolved,56.1
TKT-00642,CUST-095,Growth CPaaS,latency,low,2025-06-13,v3.1,closed,26.4
TKT-00643,CUST-015,Regional Carrier,latency,medium,2025-07-20,v3.1,open,11.0
TKT-00644,CUST-006,Tier 1 Carrier,false_positive,high,2025-11-04,v3.2,resolved,39.7
TKT-00645,CUST-008,Tier 1 Carrier,false_positive,medium,2025-10-13,v3.2,resolved,38.9
TKT-00646,CUST-011,Regional Carrier,false_positive,high,2025-09-27,v3.2,resolved,10.9
TKT-00647,CUST-097,Growth CPaaS,integration,medium,2025-06-12,v3.1,closed,19.5
TKT-00648,CUST-004,Tier 1 Carrier,false_positive,medium,2025-11-10,v3.2,resolved,82.1
TKT-00649,CUST-049,Enterprise Contact Center,integration,medium,2025-07-10,v3.1,resolved,42.4
TKT-00650,CUST-025,Enterprise Bank,missed_spam,high,2025-06-12,v3.1,resolved,119.5
TKT-00651,CUST-006,Tier 1 Carrier,integration,medium,2025-12-08,v3.2,closed,2.4
TKT-00652,CUST-001,Tier 1 Carrier,false_positive,medium,2025-10-24,v3.2,open,73.9
TKT-00653,CUST-058,Enterprise Contact Center,missed_spam,medium,2025-07-19,v3.1,resolved,76.9
TKT-00654,CUST-006,Tier 1 Carrier,integration,medium,2025-02-01,v3.0,closed,96.0
TKT-00655,CUST-090,Growth CPaaS,billing,high,2025-01-31,v3.0,open,112.5
TKT-00656,CUST-001,Tier 1 Carrier,false_positive,high,2025-12-16,v3.2,closed,35.9
TKT-00657,CUST-005,Tier 1 Carrier,billing,medium,2025-12-19,v3.2,resolved,82.0
TKT-00658,CUST-011,Regional Carrier,integration,high,2025-06-04,v3.1,closed,88.5
TKT-00659,CUST-003,Tier 1 Carrier,availability,high,2025-09-09,v3.2,resolved,43.5
TKT-00660,CUST-054,Enterprise Contact Center,integration,high,2025-10-17,v3.2,closed,108.3
TKT-00661,CUST-001,Tier 1 Carrier,availability,medium,2025-11-26,v3.2,resolved,68.6
TKT-00662,CUST-059,Mid-Market Contact Center,latency,medium,2025-09-14,v3.2,resolved,60.1
TKT-00663,CUST-002,Tier 1 Carrier,false_positive,medium,2025-12-10,v3.2,resolved,68.3
TKT-00664,CUST-001,Tier 1 Carrier,false_positive,high,2025-11-03,v3.2,resolved,5.5
TKT-00665,CUST-001,Tier 1 Carrier,latency,medium,2025-12-23,v3.2,resolved,57.3
TKT-00666,CUST-042,Mid-Market Bank,missed_spam,low,2025-08-23,v3.1,resolved,3.3
TKT-00667,CUST-049,Enterprise Contact Center,false_positive,high,2025-05-08,v3.1,resolved,37.5
TKT-00668,CUST-099,Growth CPaaS,availability,medium,2025-09-22,v3.2,closed,119.3
TKT-00669,CUST-072,Mid-Market Contact Center,integration,medium,2025-08-25,v3.1,open,13.7
TKT-00670,CUST-072,Mid-Market Contact Center,availability,medium,2025-03-08,v3.0,closed,4.4
TKT-00671,CUST-002,Tier 1 Carrier,false_positive,high,2025-11-20,v3.2,resolved,25.9
TKT-00672,CUST-073,Mid-Market Contact Center,availability,critical,2025-02-20,v3.0,open,112.3
TKT-00673,CUST-031,Enterprise Bank,missed_spam,high,2025-02-11,v3.0,closed,6.6
TKT-00674,CUST-030,Enterprise Bank,missed_spam,high,2025-09-07,v3.2,open,85.5
TKT-00675,CUST-001,Tier 1 Carrier,latency,high,2025-11-10,v3.2,resolved,108.2
TKT-00676,CUST-082,Enterprise CPaaS,latency,medium,2025-09-23,v3.2,closed,104.5
TKT-00677,CUST-088,Enterprise CPaaS,integration,low,2025-06-03,v3.1,resolved,24.3
TKT-00678,CUST-001,Tier 1 Carrier,latency,medium,2025-10-21,v3.2,open,16.5
TKT-00679,CUST-083,Enterprise CPaaS,false_positive,high,2025-12-14,v3.2,closed,94.2
TKT-00680,CUST-007,Tier 1 Carrier,billing,medium,2025-12-04,v3.2,open,86.7
TKT-00681,CUST-049,Enterprise Contact Center,false_positive,high,2025-03-11,v3.0,resolved,98.5
TKT-00682,CUST-015,Regional Carrier,false_positive,high,2025-10-07,v3.2,closed,48.3
TKT-00683,CUST-026,Enterprise Bank,false_positive,high,2025-01-02,v3.0,open,47.7
TKT-00684,CUST-007,Tier 1 Carrier,missed_spam,high,2025-09-01,v3.2,open,14.4
TKT-00685,CUST-067,Mid-Market Contact Center,availability,high,2025-07-06,v3.1,resolved,107.2
TKT-00686,CUST-030,Enterprise Bank,false_positive,high,2025-03-01,v3.0,resolved,37.7
TKT-00687,CUST-005,Tier 1 Carrier,billing,high,2025-10-30,v3.2,closed,32.0
TKT-00688,CUST-001,Tier 1 Carrier,billing,medium,2025-09-01,v3.2,open,68.0
TKT-00689,CUST-095,Growth CPaaS,false_positive,critical,2025-02-01,v3.0,resolved,30.8
TKT-00690,CUST-006,Tier 1 Carrier,false_positive,medium,2025-10-14,v3.2,resolved,103.4
TKT-00691,CUST-011,Regional Carrier,false_positive,critical,2025-08-27,v3.1,closed,100.0
TKT-00692,CUST-001,Tier 1 Carrier,false_positive,high,2025-09-21,v3.2,resolved,92.3
TKT-00693,CUST-001,Tier 1 Carrier,availability,high,2025-12-21,v3.2,resolved,85.3
TKT-00694,CUST-082,Enterprise CPaaS,false_positive,high,2025-02-28,v3.0,resolved,116.6
TKT-00695,CUST-062,Mid-Market Contact Center,false_positive,medium,2025-06-10,v3.1,closed,39.4
TKT-00696,CUST-001,Tier 1 Carrier,latency,medium,2025-10-10,v3.2,resolved,70.6
TKT-00697,CUST-006,Tier 1 Carrier,missed_spam,medium,2025-05-04,v3.1,resolved,29.6
TKT-00698,CUST-024,Enterprise Bank,false_positive,medium,2025-01-17,v3.0,closed,11.1
TKT-00699,CUST-097,Growth CPaaS,availability,high,2025-02-04,v3.0,closed,60.2
TKT-00700,CUST-003,Tier 1 Carrier,availability,high,2025-10-13,v3.2,open,42.4
TKT-00701,CUST-001,Tier 1 Carrier,latency,medium,2025-11-24,v3.2,resolved,103.9
TKT-00702,CUST-038,Mid-Market Bank,latency,high,2025-07-26,v3.1,resolved,7.3
TKT-00703,CUST-001,Tier 1 Carrier,false_positive,critical,2025-12-16,v3.2,open,32.6
TKT-00704,CUST-004,Tier 1 Carrier,false_positive,medium,2025-09-13,v3.2,resolved,91.6
TKT-00705,CUST-099,Growth CPaaS,integration,high,2025-03-31,v3.0,resolved,66.7
TKT-00706,CUST-034,Mid-Market Bank,integration,low,2025-06-13,v3.1,resolved,118.2
TKT-00707,CUST-060,Mid-Market Contact Center,integration,low,2025-09-23,v3.2,closed,21.0
TKT-00708,CUST-028,Enterprise Bank,availability,critical,2025-08-14,v3.1,closed,14.7
TKT-00709,CUST-001,Tier 1 Carrier,availability,high,2025-10-10,v3.2,resolved,41.3
TKT-00710,CUST-052,Enterprise Contact Center,latency,high,2025-01-19,v3.0,resolved,10.1
TKT-00711,CUST-066,Mid-Market Contact Center,missed_spam,high,2025-08-18,v3.1,resolved,27.4
TKT-00712,CUST-100,Growth CPaaS,latency,medium,2025-11-04,v3.2,resolved,84.4
TKT-00713,CUST-001,Tier 1 Carrier,false_positive,low,2025-09-10,v3.2,closed,42.7
TKT-00714,CUST-001,Tier 1 Carrier,false_positive,medium,2025-11-24,v3.2,closed,58.6
TKT-00715,CUST-001,Tier 1 Carrier,false_positive,medium,2025-11-29,v3.2,closed,7.9
TKT-00716,CUST-021,Enterprise Bank,missed_spam,medium,2025-05-28,v3.1,resolved,113.2
TKT-00717,CUST-001,Tier 1 Carrier,false_positive,medium,2025-11-01,v3.2,closed,59.5
TKT-00718,CUST-002,Tier 1 Carrier,false_positive,critical,2025-10-01,v3.2,open,62.8
TKT-00719,CUST-026,Enterprise Bank,integration,high,2025-05-03,v3.1,closed,32.3
TKT-00720,CUST-072,Mid-Market Contact Center,false_positive,low,2025-02-18,v3.0,resolved,103.3
TKT-00721,CUST-001,Tier 1 Carrier,false_positive,medium,2025-09-10,v3.2,closed,55.4
TKT-00722,CUST-010,Regional Carrier,availability,high,2025-02-28,v3.0,resolved,12.4
TKT-00723,CUST-093,Growth CPaaS,availability,high,2025-02-27,v3.0,closed,19.3
TKT-00724,CUST-021,Enterprise Bank,integration,high,2025-03-24,v3.0,resolved,104.5
TKT-00725,CUST-007,Tier 1 Carrier,availability,medium,2025-10-29,v3.2,closed,63.0
TKT-00726,CUST-003,Tier 1 Carrier,latency,low,2025-10-30,v3.2,resolved,116.1
TKT-00727,CUST-082,Enterprise CPaaS,missed_spam,medium,2025-04-02,v3.0,resolved,29.8
TKT-00728,CUST-030,Enterprise Bank,availability,medium,2025-03-09,v3.0,resolved,65.8
TKT-00729,CUST-036,Mid-Market Bank,availability,critical,2025-05-31,v3.1,resolved,108.9
TKT-00730,CUST-076,Enterprise CPaaS,missed_spam,medium,2025-05-10,v3.1,open,89.6
TKT-00731,CUST-041,Mid-Market Bank,availability,low,2025-09-18,v3.2,closed,84.2
TKT-00732,CUST-063,Mid-Market Contact Center,billing,low,2025-02-14,v3.0,closed,107.0
TKT-00733,CUST-086,Enterprise CPaaS,integration,medium,2025-03-23,v3.0,closed,63.6
TKT-00734,CUST-062,Mid-Market Contact Center,latency,critical,2025-06-27,v3.1,resolved,41.5
TKT-00735,CUST-019,Regional Carrier,false_positive,medium,2025-10-05,v3.2,resolved,2.7
TKT-00736,CUST-080,Enterprise CPaaS,integration,medium,2025-05-30,v3.1,closed,9.1
TKT-00737,CUST-074,Mid-Market Contact Center,latency,high,2025-01-12,v3.0,resolved,82.1
TKT-00738,CUST-017,Regional Carrier,latency,high,2025-08-28,v3.1,resolved,50.7
TKT-00739,CUST-012,Regional Carrier,missed_spam,medium,2025-02-06,v3.0,resolved,24.4
TKT-00740,CUST-052,Enterprise Contact Center,latency,medium,2025-06-13,v3.1,resolved,30.3
TKT-00741,CUST-085,Enterprise CPaaS,missed_spam,medium,2025-11-25,v3.2,resolved,64.7
TKT-00742,CUST-069,Mid-Market Contact Center,missed_spam,high,2025-02-18,v3.0,open,26.7
TKT-00743,CUST-099,Growth CPaaS,billing,medium,2025-11-20,v3.2,closed,5.5
TKT-00744,CUST-055,Enterprise Contact Center,latency,medium,2025-07-22,v3.1,resolved,17.5
TKT-00745,CUST-019,Regional Carrier,integration,high,2025-11-02,v3.2,resolved,103.5
TKT-00746,CUST-065,Mid-Market Contact Center,integration,medium,2025-04-01,v3.0,resolved,45.0
TKT-00747,CUST-069,Mid-Market Contact Center,availability,high,2025-01-20,v3.0,resolved,57.1
TKT-00748,CUST-037,Mid-Market Bank,availability,high,2025-08-27,v3.1,resolved,47.1
TKT-00749,CUST-031,Enterprise Bank,availability,medium,2025-10-26,v3.2,resolved,29.5
TKT-00750,CUST-080,Enterprise CPaaS,false_positive,high,2025-05-18,v3.1,resolved,32.8
TKT-00751,CUST-001,Tier 1 Carrier,false_positive,high,2025-11-25,v3.2,resolved,60.9
TKT-00752,CUST-001,Tier 1 Carrier,false_positive,critical,2025-09-18,v3.2,resolved,87.6
TKT-00753,CUST-082,Enterprise CPaaS,missed_spam,medium,2025-11-27,v3.2,open,107.7
TKT-00754,CUST-003,Tier 1 Carrier,false_positive,high,2025-12-18,v3.2,resolved,114.2
TKT-00755,CUST-064,Mid-Market Contact Center,availability,medium,2025-09-08,v3.2,resolved,88.7
TKT-00756,CUST-049,Enterprise Contact Center,latency,medium,2025-01-10,v3.0,closed,82.2
TKT-00757,CUST-004,Tier 1 Carrier,false_positive,medium,2025-10-08,v3.2,closed,3.5
TKT-00758,CUST-002,Tier 1 Carrier,false_positive,medium,2025-10-09,v3.2,resolved,18.5
TKT-00759,CUST-090,Growth CPaaS,availability,high,2025-06-13,v3.1,open,39.6
TKT-00760,CUST-074,Mid-Market Contact Center,availability,medium,2025-03-12,v3.0,resolved,68.4
TKT-00761,CUST-015,Regional Carrier,false_positive,medium,2025-12-25,v3.2,closed,104.0
TKT-00762,CUST-076,Enterprise CPaaS,billing,low,2025-07-20,v3.1,resolved,118.0
TKT-00763,CUST-001,Tier 1 Carrier,integration,medium,2025-12-14,v3.2,resolved,59.7
TKT-00764,CUST-008,Tier 1 Carrier,false_positive,high,2025-11-27,v3.2,closed,2.9
TKT-00765,CUST-015,Regional Carrier,integration,medium,2025-04-28,v3.0,resolved,44.3
TKT-00766,CUST-069,Mid-Market Contact Center,availability,medium,2025-03-21,v3.0,resolved,43.2
TKT-00767,CUST-025,Enterprise Bank,latency,high,2025-04-01,v3.0,resolved,39.6
TKT-00768,CUST-065,Mid-Market Contact Center,latency,high,2025-08-15,v3.1,closed,67.3
TKT-00769,CUST-003,Tier 1 Carrier,false_positive,critical,2025-11-14,v3.2,closed,54.2
TKT-00770,CUST-089,Growth CPaaS,latency,medium,2025-12-19,v3.2,resolved,32.3
TKT-00771,CUST-012,Regional Carrier,false_positive,medium,2025-02-23,v3.0,resolved,109.8
TKT-00772,CUST-078,Enterprise CPaaS,billing,low,2025-01-16,v3.0,resolved,109.1
TKT-00773,CUST-037,Mid-Market Bank,latency,medium,2025-07-02,v3.1,resolved,87.5
TKT-00774,CUST-001,Tier 1 Carrier,billing,medium,2025-12-01,v3.2,closed,114.5
TKT-00775,CUST-035,Mid-Market Bank,integration,medium,2025-11-16,v3.2,resolved,76.5
TKT-00776,CUST-005,Tier 1 Carrier,false_positive,high,2025-11-18,v3.2,resolved,108.0
TKT-00777,CUST-046,Enterprise Contact Center,false_positive,high,2025-04-30,v3.0,open,85.9
TKT-00778,CUST-001,Tier 1 Carrier,availability,medium,2025-11-17,v3.2,closed,18.9
TKT-00779,CUST-050,Enterprise Contact Center,billing,high,2025-05-01,v3.1,open,53.3
TKT-00780,CUST-001,Tier 1 Carrier,availability,high,2025-11-16,v3.2,closed,55.7
TKT-00781,CUST-020,Regional Carrier,billing,medium,2025-07-14,v3.1,open,80.7
TKT-00782,CUST-019,Regional Carrier,latency,medium,2025-06-22,v3.1,resolved,38.3
TKT-00783,CUST-001,Tier 1 Carrier,integration,high,2025-10-23,v3.2,closed,7.8
TKT-00784,CUST-002,Tier 1 Carrier,false_positive,low,2025-10-09,v3.2,closed,41.4
TKT-00785,CUST-004,Tier 1 Carrier,false_positive,critical,2025-10-08,v3.2,resolved,80.5
TKT-00786,CUST-073,Mid-Market Contact Center,missed_spam,low,2025-07-31,v3.1,resolved,83.7
TKT-00787,CUST-024,Enterprise Bank,missed_spam,high,2025-06-29,v3.1,resolved,112.6
TKT-00788,CUST-066,Mid-Market Contact Center,latency,medium,2025-03-30,v3.0,closed,35.5
TKT-00789,CUST-063,Mid-Market Contact Center,latency,high,2025-05-17,v3.1,open,38.1
TKT-00790,CUST-001,Tier 1 Carrier,missed_spam,medium,2025-11-20,v3.2,resolved,114.4
TKT-00791,CUST-071,Mid-Market Contact Center,integration,high,2025-04-19,v3.0,resolved,28.8
TKT-00792,CUST-098,Growth CPaaS,availability,high,2025-12-06,v3.2,closed,44.0
TKT-00793,CUST-011,Regional Carrier,false_positive,high,2025-06-26,v3.1,resolved,96.4
TKT-00794,CUST-064,Mid-Market Contact Center,availability,critical,2025-04-16,v3.0,closed,30.3
TKT-00795,CUST-058,Enterprise Contact Center,missed_spam,critical,2025-04-30,v3.0,open,116.8
TKT-00796,CUST-031,Enterprise Bank,false_positive,high,2025-05-19,v3.1,closed,85.4
TKT-00797,CUST-024,Enterprise Bank,false_positive,medium,2025-02-02,v3.0,closed,108.7
TKT-00798,CUST-038,Mid-Market Bank,billing,high,2025-04-26,v3.0,open,13.0
TKT-00799,CUST-012,Regional Carrier,missed_spam,high,2025-07-28,v3.1,resolved,108.3
TKT-00800,CUST-032,Enterprise Bank,false_positive,high,2025-11-29,v3.2,closed,68.2
TKT-00801,CUST-081,Enterprise CPaaS,missed_spam,medium,2025-04-15,v3.0,resolved,98.1
TKT-00802,CUST-002,Tier 1 Carrier,false_positive,medium,2025-12-19,v3.2,resolved,62.6
TKT-00803,CUST-023,Enterprise Bank,integration,low,2025-05-04,v3.1,resolved,38.2
TKT-00804,CUST-080,Enterprise CPaaS,missed_spam,high,2025-01-23,v3.0,resolved,66.8
TKT-00805,CUST-078,Enterprise CPaaS,false_positive,low,2025-04-24,v3.0,resolved,118.6
TKT-00806,CUST-007,Tier 1 Carrier,false_positive,critical,2025-09-15,v3.2,resolved,8.3
TKT-00807,CUST-008,Tier 1 Carrier,false_positive,medium,2025-12-23,v3.2,resolved,29.9
TKT-00808,CUST-042,Mid-Market Bank,billing,medium,2025-10-25,v3.2,resolved,35.1
TKT-00809,CUST-040,Mid-Market Bank,latency,medium,2025-11-22,v3.2,closed,41.4
TKT-00810,CUST-094,Growth CPaaS,latency,medium,2025-06-08,v3.1,resolved,44.8
TKT-00811,CUST-008,Tier 1 Carrier,missed_spam,medium,2025-10-22,v3.2,open,93.3
TKT-00812,CUST-003,Tier 1 Carrier,false_positive,critical,2025-12-07,v3.2,open,68.5
TKT-00813,CUST-028,Enterprise Bank,availability,high,2025-05-09,v3.1,resolved,32.6
TKT-00814,CUST-002,Tier 1 Carrier,false_positive,high,2025-10-02,v3.2,resolved,61.9
TKT-00815,CUST-031,Enterprise Bank,missed_spam,medium,2025-03-31,v3.0,closed,26.7
TKT-00816,CUST-074,Mid-Market Contact Center,latency,medium,2025-07-23,v3.1,resolved,38.6
TKT-00817,CUST-041,Mid-Market Bank,latency,critical,2025-03-22,v3.0,resolved,62.7
TKT-00818,CUST-006,Tier 1 Carrier,integration,medium,2025-09-19,v3.2,resolved,21.6
TKT-00819,CUST-006,Tier 1 Carrier,false_positive,high,2025-09-14,v3.2,closed,23.7
TKT-00820,CUST-068,Mid-Market Contact Center,billing,medium,2025-04-20,v3.0,open,102.4
TKT-00821,CUST-006,Tier 1 Carrier,false_positive,medium,2025-12-07,v3.2,resolved,91.0
TKT-00822,CUST-080,Enterprise CPaaS,missed_spam,medium,2025-05-08,v3.1,resolved,119.8
TKT-00823,CUST-032,Enterprise Bank,missed_spam,medium,2025-08-10,v3.1,closed,105.8
TKT-00824,CUST-005,Tier 1 Carrier,latency,critical,2025-01-18,v3.0,resolved,12.2
TKT-00825,CUST-081,Enterprise CPaaS,billing,medium,2025-07-09,v3.1,resolved,73.2
TKT-00826,CUST-069,Mid-Market Contact Center,integration,medium,2025-02-26,v3.0,resolved,77.0
TKT-00827,CUST-069,Mid-Market Contact Center,false_positive,critical,2025-04-01,v3.0,closed,38.0
TKT-00828,CUST-002,Tier 1 Carrier,false_positive,critical,2025-10-21,v3.2,closed,91.5
TKT-00829,CUST-038,Mid-Market Bank,integration,high,2025-03-31,v3.0,resolved,78.1
TKT-00830,CUST-017,Regional Carrier,missed_spam,medium,2025-02-03,v3.0,closed,52.9
TKT-00831,CUST-059,Mid-Market Contact Center,false_positive,high,2025-10-25,v3.2,resolved,81.2
TKT-00832,CUST-055,Enterprise Contact Center,integration,high,2025-03-02,v3.0,resolved,39.2
TKT-00833,CUST-076,Enterprise CPaaS,billing,medium,2025-07-28,v3.1,resolved,88.3
TKT-00834,CUST-001,Tier 1 Carrier,latency,medium,2025-12-13,v3.2,resolved,42.7
TKT-00835,CUST-088,Enterprise CPaaS,integration,high,2025-04-08,v3.0,resolved,104.5
TKT-00836,CUST-070,Mid-Market Contact Center,integration,high,2025-01-21,v3.0,resolved,103.6
TKT-00837,CUST-001,Tier 1 Carrier,false_positive,medium,2025-09-26,v3.2,resolved,55.1
TKT-00838,CUST-049,Enterprise Contact Center,missed_spam,low,2025-11-04,v3.2,resolved,75.2
TKT-00839,CUST-042,Mid-Market Bank,integration,medium,2025-02-14,v3.0,resolved,57.3
TKT-00840,CUST-094,Growth CPaaS,integration,high,2025-08-31,v3.1,resolved,72.9
TKT-00841,CUST-082,Enterprise CPaaS,latency,medium,2025-07-15,v3.1,closed,99.2
TKT-00842,CUST-007,Tier 1 Carrier,latency,high,2025-06-25,v3.1,closed,43.6
