call_id,customer_id,call_date,carrier,country,call_category,predicted_category,confidence,actual_category,latency_ms,blocked,model_version
CALL-011987,CUST-054,2025-09-01,Alder Telecom,Netherlands,legitimate,legitimate,0.813,legitimate,136,false,v3.2
CALL-011988,CUST-030,2025-07-06,multi-carrier,Spain,legitimate,legitimate,0.809,legitimate,92,false,v3.1
CALL-011989,CUST-078,2025-01-09,Bluepeak Mobile,Ireland,legitimate,legitimate,0.966,legitimate,83,false,v3.0
CALL-011990,CUST-009,2025-03-20,Harbor CX,France,legitimate,legitimate,0.813,legitimate,110,false,v3.0
CALL-011991,CUST-039,2025-09-26,Northstar Mobile,Ireland,legitimate,legitimate,0.966,legitimate,174,false,v3.2
CALL-011992,CUST-094,2025-11-21,Alder Telecom,Australia,legitimate,legitimate,0.804,legitimate,149,false,v3.2
CALL-011993,CUST-083,2025-02-25,Alder Telecom,Canada,spam,spam,0.873,spam,79,true,v3.0
CALL-011994,CUST-083,2025-05-24,Alder Telecom,Canada,legitimate,legitimate,0.936,legitimate,87,false,v3.1
CALL-011995,CUST-084,2025-07-09,Bluepeak Mobile,Germany,spam,spam,0.862,spam,117,true,v3.1
CALL-011996,CUST-086,2025-04-21,Bluepeak Mobile,Canada,legitimate,legitimate,0.827,legitimate,72,false,v3.0
CALL-011997,CUST-020,2025-02-15,Summit Telecom,United States,legitimate,legitimate,0.854,legitimate,82,false,v3.0
CALL-011998,CUST-088,2025-09-19,Bluepeak Mobile,Australia,legitimate,legitimate,0.901,legitimate,119,false,v3.2
CALL-011999,CUST-003,2025-07-11,Bluepeak Bank,Netherlands,legitimate,legitimate,0.883,legitimate,103,false,v3.1
CALL-012000,CUST-002,2025-12-21,Alder Cloud,Canada,legitimate,legitimate,0.818,legitimate,106,false,v3.2
CALL-012001,CUST-021,2025-02-16,Northstar Mobile,Netherlands,legitimate,legitimate,0.967,legitimate,84,false,v3.0
CALL-012002,CUST-007,2025-03-09,Fairway Financial,United States,legitimate,legitimate,0.986,legitimate,75,false,v3.0
CALL-012003,CUST-051,2025-11-04,Bluepeak Mobile,Ireland,legitimate,legitimate,0.89,legitimate,179,false,v3.2
CALL-012004,CUST-023,2025-10-11,Northstar Mobile,Australia,legitimate,spam,0.58,legitimate,129,false,v3.2
CALL-012005,CUST-058,2025-03-13,Alder Telecom,Canada,legitimate,legitimate,0.889,legitimate,62,false,v3.0
CALL-012006,CUST-044,2025-09-17,multi-carrier,Australia,legitimate,legitimate,0.982,legitimate,109,false,v3.2
CALL-012007,CUST-045,2025-11-12,multi-carrier,France,legitimate,legitimate,0.813,legitimate,195,false,v3.2
CALL-012008,CUST-085,2025-03-25,multi-carrier,Australia,legitimate,legitimate,0.85,legitimate,125,false,v3.0
CALL-012009,CUST-005,2025-04-24,Driftwood Voice,United States,robocall,legitimate,0.65,robocall,87,false,v3.0
CALL-012010,CUST-075,2025-02-27,multi-carrier,Spain,legitimate,legitimate,0.882,legitimate,93,false,v3.0
CALL-012011,CUST-081,2025-07-23,Bluepeak Mobile,Netherlands,legitimate,legitimate,0.956,legitimate,197,false,v3.1
CALL-012012,CUST-085,2025-01-09,multi-carrier,Australia,spam,legitimate,0.728,spam,109,false,v3.0
CALL-012013,CUST-067,2025-11-26,Northstar Mobile,Australia,legitimate,legitimate,0.918,legitimate,131,false,v3.2
CALL-012014,CUST-007,2025-05-28,Fairway Financial,United States,legitimate,legitimate,0.937,legitimate,81,false,v3.1
CALL-012015,CUST-051,2025-05-03,Bluepeak Mobile,Ireland,legitimate,legitimate,0.823,legitimate,110,false,v3.1
CALL-012016,CUST-056,2025-06-16,Northstar Mobile,Australia,legitimate,legitimate,0.882,legitimate,123,false,v3.1
CALL-012017,CUST-066,2025-06-27,Northstar Mobile,Germany,legitimate,legitimate,0.905,legitimate,126,false,v3.1
CALL-012018,CUST-025,2025-03-14,Northstar Mobile,United States,spam,spam,0.857,spam,100,true,v3.0
CALL-012019,CUST-058,2025-07-13,Alder Telecom,Canada,spam,spam,0.939,spam,107,true,v3.1
CALL-012020,CUST-041,2025-12-18,Alder Telecom,Australia,spam,legitimate,0.523,spam,112,false,v3.2
CALL-012021,CUST-093,2025-02-01,Alder Telecom,Netherlands,legitimate,legitimate,0.851,legitimate,112,false,v3.0
CALL-012022,CUST-032,2025-01-31,Bluepeak Mobile,United States,spam,legitimate,0.56,spam,79,false,v3.0
CALL-012023,CUST-055,2025-10-15,Bluepeak Mobile,Australia,legitimate,legitimate,0.974,legitimate,119,false,v3.2
CALL-012024,CUST-100,2025-10-08,Northstar Mobile,United States,legitimate,legitimate,0.929,legitimate,88,false,v3.2
CALL-012025,CUST-027,2025-03-21,Alder Telecom,Germany,legitimate,legitimate,0.874,legitimate,89,false,v3.0
CALL-012026,CUST-008,2025-12-25,Granite Mobile,United States,legitimate,legitimate,0.893,legitimate,78,false,v3.2
CALL-012027,CUST-038,2025-08-12,multi-carrier,Canada,legitimate,legitimate,0.987,legitimate,64,false,v3.1
CALL-012028,CUST-078,2025-12-25,Bluepeak Mobile,Ireland,fraud,fraud,0.901,fraud,159,true,v3.2
CALL-012029,CUST-003,2025-09-19,Bluepeak Bank,Netherlands,legitimate,legitimate,0.981,legitimate,170,false,v3.2
CALL-012030,CUST-075,2025-03-13,multi-carrier,Spain,legitimate,legitimate,0.821,legitimate,106,false,v3.0
CALL-012031,CUST-018,2025-05-13,Quartz Cloud,Germany,legitimate,legitimate,0.964,legitimate,93,false,v3.1
CALL-012032,CUST-057,2025-02-18,Bluepeak Mobile,France,legitimate,legitimate,0.872,legitimate,93,false,v3.0
CALL-012033,CUST-082,2025-06-16,Bluepeak Mobile,United States,legitimate,legitimate,0.807,legitimate,49,false,v3.1
CALL-012034,CUST-033,2025-10-31,Alder Telecom,Ireland,robocall,robocall,0.801,robocall,190,true,v3.2
CALL-012035,CUST-084,2025-03-18,Bluepeak Mobile,Germany,legitimate,legitimate,0.827,legitimate,100,false,v3.0
CALL-012036,CUST-081,2025-02-21,Bluepeak Mobile,Netherlands,legitimate,legitimate,0.862,legitimate,120,false,v3.0
CALL-012037,CUST-069,2025-07-23,Northstar Mobile,Spain,legitimate,legitimate,0.881,legitimate,203,false,v3.1
CALL-012038,CUST-005,2025-03-15,Driftwood Voice,United States,robocall,spam,0.76,robocall,90,true,v3.0
CALL-012039,CUST-084,2025-02-20,Bluepeak Mobile,Germany,legitimate,legitimate,0.823,legitimate,101,false,v3.0
CALL-012040,CUST-036,2025-01-08,Northstar Mobile,Netherlands,legitimate,legitimate,0.987,legitimate,93,false,v3.0
CALL-012041,CUST-039,2025-08-03,Northstar Mobile,Ireland,legitimate,legitimate,0.879,legitimate,186,false,v3.1
CALL-012042,CUST-019,2025-07-22,Redwood Bank,United States,legitimate,legitimate,0.964,legitimate,100,false,v3.1
CALL-012043,CUST-074,2025-06-04,Bluepeak Mobile,Canada,robocall,robocall,0.765,robocall,108,true,v3.1
CALL-012044,CUST-050,2025-11-16,Alder Telecom,Canada,legitimate,legitimate,0.956,legitimate,87,false,v3.2
CALL-012045,CUST-008,2025-10-01,Granite Mobile,United States,legitimate,legitimate,0.858,legitimate,69,false,v3.2
CALL-012046,CUST-017,2025-01-14,Pioneer CX,United States,legitimate,legitimate,0.908,legitimate,40,false,v3.0
CALL-012047,CUST-081,2025-03-05,Bluepeak Mobile,Netherlands,legitimate,legitimate,0.824,legitimate,78,false,v3.0
CALL-012048,CUST-016,2025-01-17,Oakline Mobile,United States,legitimate,legitimate,0.927,legitimate,95,false,v3.0
CALL-012049,CUST-047,2025-11-24,Bluepeak Mobile,United States,legitimate,fraud,0.626,legitimate,98,false,v3.2
CALL-012050,CUST-046,2025-07-04,Northstar Mobile,Australia,legitimate,legitimate,0.886,legitimate,117,false,v3.1
CALL-012051,CUST-004,2025-03-22,Cinder Telecom,Australia,legitimate,legitimate,0.971,legitimate,136,false,v3.0
CALL-012052,CUST-025,2025-05-22,Northstar Mobile,United States,legitimate,legitimate,0.962,legitimate,82,false,v3.1
CALL-012053,CUST-051,2025-02-04,Bluepeak Mobile,Ireland,spam,legitimate,0.63,spam,131,false,v3.0
CALL-012054,CUST-059,2025-05-03,Northstar Mobile,United States,legitimate,legitimate,0.912,legitimate,69,false,v3.1
CALL-012055,CUST-004,2025-12-30,Cinder Telecom,Australia,legitimate,legitimate,0.893,legitimate,132,false,v3.2
CALL-012056,CUST-075,2025-06-29,multi-carrier,Spain,legitimate,legitimate,0.937,legitimate,115,false,v3.1
CALL-012057,CUST-055,2025-06-21,Bluepeak Mobile,Australia,fraud,fraud,0.958,fraud,113,true,v3.1
CALL-012058,CUST-068,2025-06-20,Northstar Mobile,Canada,legitimate,legitimate,0.98,legitimate,100,false,v3.1
CALL-012059,CUST-063,2025-06-28,Northstar Mobile,France,legitimate,legitimate,0.971,legitimate,134,false,v3.1
CALL-012060,CUST-017,2025-10-09,Pioneer CX,United States,spam,spam,0.9,spam,82,true,v3.2
CALL-012061,CUST-076,2025-10-30,multi-carrier,Australia,robocall,fraud,0.913,robocall,92,true,v3.2
CALL-012062,CUST-040,2025-10-10,Bluepeak Mobile,Canada,legitimate,legitimate,0.921,legitimate,74,false,v3.2
CALL-012063,CUST-001,2025-05-27,Northstar Mobile,United States,spam,spam,0.97,spam,67,true,v3.1
CALL-012064,CUST-088,2025-03-09,Bluepeak Mobile,Australia,legitimate,legitimate,0.824,legitimate,116,false,v3.0
CALL-012065,CUST-029,2025-05-26,multi-carrier,United States,legitimate,legitimate,0.829,legitimate,88,false,v3.1
CALL-012066,CUST-003,2025-06-15,Bluepeak Bank,Netherlands,legitimate,legitimate,0.906,legitimate,129,false,v3.1
CALL-012067,CUST-043,2025-03-29,Bluepeak Mobile,Canada,spam,spam,0.806,spam,96,true,v3.0
CALL-012068,CUST-022,2025-07-20,Alder Telecom,Canada,legitimate,legitimate,0.922,legitimate,96,false,v3.1
CALL-012069,CUST-017,2025-09-16,Pioneer CX,United States,robocall,robocall,0.829,robocall,73,true,v3.2
CALL-012070,CUST-018,2025-08-09,Quartz Cloud,Germany,fraud,legitimate,0.599,fraud,171,false,v3.1
CALL-012071,CUST-080,2025-03-18,Alder Telecom,Canada,fraud,robocall,0.92,fraud,107,true,v3.0
CALL-012072,CUST-071,2025-08-20,Northstar Mobile,Canada,legitimate,legitimate,0.879,legitimate,53,false,v3.1
CALL-012073,CUST-034,2025-10-26,Northstar Mobile,Canada,legitimate,legitimate,0.895,legitimate,94,false,v3.2
CALL-012074,CUST-016,2025-01-28,Oakline Mobile,United States,spam,spam,0.905,spam,78,true,v3.0
CALL-012075,CUST-050,2025-06-26,Alder Telecom,Canada,legitimate,legitimate,0.916,legitimate,74,false,v3.1
CALL-012076,CUST-024,2025-06-03,Bluepeak Mobile,Ireland,spam,spam,0.866,spam,91,true,v3.1
CALL-012077,CUST-048,2025-05-16,multi-carrier,France,legitimate,legitimate,0.801,legitimate,109,false,v3.1
CALL-012078,CUST-015,2025-05-19,Nimbus Financial,France,legitimate,legitimate,0.83,legitimate,101,false,v3.1
CALL-012079,CUST-002,2025-06-27,Alder Cloud,Canada,legitimate,legitimate,0.951,legitimate,74,false,v3.1
CALL-012080,CUST-030,2025-02-01,multi-carrier,Spain,legitimate,legitimate,0.885,legitimate,101,false,v3.0
CALL-012081,CUST-037,2025-08-09,Bluepeak Mobile,Australia,fraud,fraud,0.934,fraud,121,true,v3.1
CALL-012082,CUST-082,2025-08-28,Bluepeak Mobile,United States,legitimate,legitimate,0.952,legitimate,97,false,v3.1
CALL-012083,CUST-081,2025-11-09,Bluepeak Mobile,Netherlands,fraud,fraud,0.813,fraud,172,true,v3.2
CALL-012084,CUST-092,2025-07-24,Alder Telecom,United States,legitimate,legitimate,0.967,legitimate,91,false,v3.1
CALL-012085,CUST-055,2025-01-20,Bluepeak Mobile,Australia,legitimate,legitimate,0.981,legitimate,105,false,v3.0
CALL-012086,CUST-066,2025-06-26,Northstar Mobile,Germany,legitimate,legitimate,0.902,legitimate,104,false,v3.1
CALL-012087,CUST-081,2025-01-02,Bluepeak Mobile,Netherlands,legitimate,legitimate,0.93,legitimate,103,false,v3.0
CALL-012088,CUST-084,2025-09-27,Bluepeak Mobile,Germany,legitimate,legitimate,0.936,legitimate,198,false,v3.2
CALL-012089,CUST-006,2025-01-25,Everfield Connect,Ireland,legitimate,legitimate,0.943,legitimate,123,false,v3.0
CALL-012090,CUST-086,2025-06-12,Bluepeak Mobile,Canada,fraud,spam,0.84,fraud,64,true,v3.1
CALL-012091,CUST-077,2025-04-27,Alder Telecom,Australia,legitimate,legitimate,0.851,legitimate,95,false,v3.0
CALL-012092,CUST-077,2025-08-28,Alder Telecom,Australia,robocall,fraud,0.967,robocall,138,true,v3.1
CALL-012093,CUST-052,2025-01-08,Alder Telecom,Canada,legitimate,legitimate,0.937,legitimate,105,false,v3.0
CALL-012094,CUST-070,2025-05-10,Northstar Mobile,Australia,legitimate,legitimate,0.943,legitimate,101,false,v3.1
CALL-012095,CUST-032,2025-04-08,Bluepeak Mobile,United States,legitimate,legitimate,0.941,legitimate,87,false,v3.0
CALL-012096,CUST-086,2025-02-22,Bluepeak Mobile,Canada,legitimate,legitimate,0.91,legitimate,68,false,v3.0
CALL-012097,CUST-013,2025-07-14,Lighthouse Voice,United States,spam,legitimate,0.606,spam,71,false,v3.1
CALL-012098,CUST-001,2025-02-11,Northstar Mobile,United States,legitimate,legitimate,0.876,legitimate,66,false,v3.0
CALL-012099,CUST-100,2025-12-05,Northstar Mobile,United States,spam,spam,0.793,spam,92,true,v3.2
CALL-012100,CUST-052,2025-05-29,Alder Telecom,Canada,legitimate,legitimate,0.868,legitimate,79,false,v3.1
CALL-012101,CUST-037,2025-08-22,Bluepeak Mobile,Australia,legitimate,legitimate,0.908,legitimate,83,false,v3.1
CALL-012102,CUST-097,2025-02-23,multi-carrier,Australia,legitimate,legitimate,0.973,legitimate,79,false,v3.0
CALL-012103,CUST-050,2025-10-11,Alder Telecom,Canada,spam,spam,0.856,spam,90,true,v3.2
CALL-012104,CUST-080,2025-08-28,Alder Telecom,Canada,legitimate,legitimate,0.928,legitimate,103,false,v3.1
CALL-012105,CUST-046,2025-05-19,Northstar Mobile,Australia,legitimate,legitimate,0.847,legitimate,104,false,v3.1
CALL-012106,CUST-052,2025-10-05,Alder Telecom,Canada,spam,spam,0.905,spam,101,true,v3.2
CALL-012107,CUST-001,2025-07-29,Northstar Mobile,United States,spam,spam,0.957,spam,86,true,v3.1
CALL-012108,CUST-010,2025-07-30,Ironwood Cloud,Canada,legitimate,legitimate,0.87,legitimate,83,false,v3.1
CALL-012109,CUST-044,2025-08-02,multi-carrier,Australia,legitimate,legitimate,0.884,legitimate,106,false,v3.1
CALL-012110,CUST-027,2025-07-02,Alder Telecom,Germany,legitimate,legitimate,0.828,legitimate,94,false,v3.1
CALL-012111,CUST-004,2025-12-30,Cinder Telecom,Australia,legitimate,legitimate,0.951,legitimate,126,false,v3.2
CALL-012112,CUST-033,2025-09-06,Alder Telecom,Ireland,legitimate,legitimate,0.906,legitimate,170,false,v3.2
CALL-012113,CUST-055,2025-06-29,Bluepeak Mobile,Australia,fraud,fraud,0.87,fraud,124,true,v3.1
CALL-012114,CUST-008,2025-05-26,Granite Mobile,United States,legitimate,legitimate,0.861,legitimate,86,false,v3.1
CALL-012115,CUST-050,2025-06-24,Alder Telecom,Canada,robocall,robocall,0.881,robocall,81,true,v3.1
CALL-012116,CUST-001,2025-06-16,Northstar Mobile,United States,spam,spam,0.873,spam,71,true,v3.1
CALL-012117,CUST-014,2025-09-15,Meadow Connect,United States,robocall,robocall,0.899,robocall,78,true,v3.2
CALL-012118,CUST-094,2025-07-01,Alder Telecom,Australia,legitimate,legitimate,0.896,legitimate,134,false,v3.1
CALL-012119,CUST-029,2025-01-28,multi-carrier,United States,fraud,legitimate,0.704,fraud,65,false,v3.0
CALL-012120,CUST-079,2025-01-18,multi-carrier,Canada,legitimate,legitimate,0.823,legitimate,94,false,v3.0
CALL-012121,CUST-015,2025-12-08,Nimbus Financial,France,robocall,robocall,0.806,robocall,181,true,v3.2
CALL-012122,CUST-006,2025-12-01,Everfield Connect,Ireland,fraud,fraud,0.982,fraud,189,true,v3.2
CALL-012123,CUST-046,2025-10-05,Northstar Mobile,Australia,fraud,spam,0.888,fraud,134,true,v3.2
CALL-012124,CUST-004,2025-09-03,Cinder Telecom,Australia,legitimate,legitimate,0.847,legitimate,113,false,v3.2
CALL-012125,CUST-024,2025-12-10,Bluepeak Mobile,Ireland,robocall,robocall,0.854,robocall,186,true,v3.2
CALL-012126,CUST-005,2025-01-30,Driftwood Voice,United States,legitimate,legitimate,0.892,legitimate,92,false,v3.0
CALL-012127,CUST-075,2025-10-06,multi-carrier,Spain,legitimate,legitimate,0.872,legitimate,149,false,v3.2
CALL-012128,CUST-059,2025-08-18,Northstar Mobile,United States,fraud,fraud,0.892,fraud,90,true,v3.1
CALL-012129,CUST-017,2025-02-12,Pioneer CX,United States,legitimate,legitimate,0.866,legitimate,62,false,v3.0
CALL-012130,CUST-035,2025-02-27,multi-carrier,United States,legitimate,legitimate,0.983,legitimate,103,false,v3.0
CALL-012131,CUST-034,2025-10-27,Northstar Mobile,Canada,legitimate,legitimate,0.84,legitimate,85,false,v3.2
CALL-012132,CUST-008,2025-09-04,Granite Mobile,United States,legitimate,legitimate,0.869,legitimate,112,false,v3.2
CALL-012133,CUST-054,2025-05-15,Alder Telecom,Netherlands,legitimate,legitimate,0.984,legitimate,128,false,v3.1
CALL-012134,CUST-032,2025-09-10,Bluepeak Mobile,United States,legitimate,fraud,0.634,legitimate,72,false,v3.2
CALL-012135,CUST-045,2025-12-02,multi-carrier,France,spam,spam,0.764,spam,142,true,v3.2
CALL-012136,CUST-082,2025-08-15,Bluepeak Mobile,United States,legitimate,legitimate,0.912,legitimate,83,false,v3.1
CALL-012137,CUST-034,2025-12-19,Northstar Mobile,Canada,legitimate,legitimate,0.986,legitimate,85,false,v3.2
CALL-012138,CUST-004,2025-12-30,Cinder Telecom,Australia,legitimate,legitimate,0.886,legitimate,119,false,v3.2
CALL-012139,CUST-077,2025-12-11,Alder Telecom,Australia,legitimate,legitimate,0.858,legitimate,120,false,v3.2
CALL-012140,CUST-092,2025-07-12,Alder Telecom,United States,spam,robocall,0.918,spam,89,true,v3.1
CALL-012141,CUST-088,2025-04-27,Bluepeak Mobile,Australia,legitimate,legitimate,0.805,legitimate,108,false,v3.0
CALL-012142,CUST-029,2025-02-13,multi-carrier,United States,legitimate,legitimate,0.816,legitimate,82,false,v3.0
CALL-012143,CUST-003,2025-06-30,Bluepeak Bank,Netherlands,legitimate,fraud,0.663,legitimate,105,false,v3.1
CALL-012144,CUST-073,2025-09-10,Alder Telecom,Australia,spam,fraud,0.838,spam,139,true,v3.2
CALL-012145,CUST-083,2025-09-28,Alder Telecom,Canada,legitimate,legitimate,0.938,legitimate,84,false,v3.2
CALL-012146,CUST-007,2025-07-09,Fairway Financial,United States,legitimate,fraud,0.775,legitimate,86,true,v3.1
CALL-012147,CUST-047,2025-06-03,Bluepeak Mobile,United States,legitimate,legitimate,0.804,legitimate,101,false,v3.1
CALL-012148,CUST-060,2025-12-16,Northstar Mobile,Spain,legitimate,legitimate,0.937,legitimate,174,false,v3.2
CALL-012149,CUST-096,2025-11-15,Northstar Mobile,Netherlands,legitimate,legitimate,0.858,legitimate,172,false,v3.2
CALL-012150,CUST-021,2025-03-25,Northstar Mobile,Netherlands,spam,legitimate,0.572,spam,74,false,v3.0
CALL-012151,CUST-080,2025-03-18,Alder Telecom,Canada,spam,spam,0.777,spam,112,true,v3.0
CALL-012152,CUST-068,2025-09-01,Northstar Mobile,Canada,legitimate,legitimate,0.82,legitimate,77,false,v3.2
CALL-012153,CUST-006,2025-08-16,Everfield Connect,Ireland,legitimate,legitimate,0.838,legitimate,182,false,v3.1
CALL-012154,CUST-004,2025-08-05,Cinder Telecom,Australia,spam,legitimate,0.531,spam,98,false,v3.1
CALL-012155,CUST-081,2025-08-08,Bluepeak Mobile,Netherlands,legitimate,legitimate,0.863,legitimate,166,false,v3.1
CALL-012156,CUST-035,2025-12-25,multi-carrier,United States,spam,spam,0.823,spam,96,true,v3.2
CALL-012157,CUST-050,2025-11-10,Alder Telecom,Canada,fraud,fraud,0.821,fraud,108,true,v3.2
CALL-012158,CUST-029,2025-08-29,multi-carrier,United States,legitimate,legitimate,0.815,legitimate,91,false,v3.1
CALL-012159,CUST-010,2025-08-11,Ironwood Cloud,Canada,spam,spam,0.8,spam,93,true,v3.1
CALL-012160,CUST-017,2025-10-09,Pioneer CX,United States,legitimate,legitimate,0.968,legitimate,70,false,v3.2
CALL-012161,CUST-007,2025-08-22,Fairway Financial,United States,legitimate,legitimate,0.94,legitimate,94,false,v3.1
CALL-012162,CUST-018,2025-05-21,Quartz Cloud,Germany,spam,fraud,0.776,spam,113,true,v3.1
CALL-012163,CUST-085,2025-03-03,multi-carrier,Australia,spam,spam,0.946,spam,114,true,v3.0
CALL-012164,CUST-001,2025-04-01,Northstar Mobile,United States,legitimate,legitimate,0.968,legitimate,76,false,v3.0
CALL-012165,CUST-003,2025-01-27,Bluepeak Bank,Netherlands,legitimate,legitimate,0.959,legitimate,108,false,v3.0
CALL-012166,CUST-090,2025-08-23,Northstar Mobile,Spain,robocall,robocall,0.855,robocall,209,true,v3.1
CALL-012167,CUST-085,2025-08-22,multi-carrier,Australia,legitimate,legitimate,0.847,legitimate,103,false,v3.1
CALL-012168,CUST-069,2025-11-11,Northstar Mobile,Spain,robocall,robocall,0.772,robocall,214,true,v3.2
CALL-012169,CUST-061,2025-08-09,multi-carrier,United States,legitimate,legitimate,0.973,legitimate,90,false,v3.1
CALL-012170,CUST-001,2025-01-04,Northstar Mobile,United States,robocall,robocall,0.831,robocall,75,true,v3.0
CALL-012171,CUST-041,2025-04-16,Alder Telecom,Australia,spam,legitimate,0.745,spam,122,false,v3.0
CALL-012172,CUST-086,2025-05-26,Bluepeak Mobile,Canada,legitimate,legitimate,0.808,legitimate,73,false,v3.1
CALL-012173,CUST-031,2025-01-15,Northstar Mobile,Australia,robocall,legitimate,0.753,robocall,123,false,v3.0
CALL-012174,CUST-027,2025-02-09,Alder Telecom,Germany,spam,legitimate,0.752,spam,87,false,v3.0
CALL-012175,CUST-082,2025-02-03,Bluepeak Mobile,United States,legitimate,legitimate,0.858,legitimate,83,false,v3.0
CALL-012176,CUST-027,2025-06-21,Alder Telecom,Germany,legitimate,legitimate,0.984,legitimate,146,false,v3.1
CALL-012177,CUST-093,2025-06-05,Alder Telecom,Netherlands,fraud,fraud,0.953,fraud,117,true,v3.1
CALL-012178,CUST-007,2025-10-21,Fairway Financial,United States,spam,spam,0.832,spam,70,true,v3.2
CALL-012179,CUST-031,2025-08-04,Northstar Mobile,Australia,fraud,fraud,0.764,fraud,108,true,v3.1
CALL-012180,CUST-052,2025-04-28,Alder Telecom,Canada,spam,legitimate,0.554,spam,83,false,v3.0
CALL-012181,CUST-064,2025-08-13,multi-carrier,Australia,robocall,robocall,0.898,robocall,129,true,v3.1
CALL-012182,CUST-099,2025-04-23,Alder Telecom,Spain,legitimate,legitimate,0.904,legitimate,121,false,v3.0
CALL-012183,CUST-028,2025-05-31,Northstar Mobile,United States,legitimate,legitimate,0.961,legitimate,89,false,v3.1
CALL-012184,CUST-077,2025-01-28,Alder Telecom,Australia,legitimate,legitimate,0.842,legitimate,115,false,v3.0
CALL-012185,CUST-092,2025-02-03,Alder Telecom,United States,legitimate,legitimate,0.865,legitimate,97,false,v3.0
CALL-012186,CUST-002,2025-05-29,Alder Cloud,Canada,spam,spam,0.812,spam,111,true,v3.1
CALL-012187,CUST-026,2025-08-13,Alder Telecom,Canada,legitimate,legitimate,0.813,legitimate,103,false,v3.1
CALL-012188,CUST-069,2025-12-30,Northstar Mobile,Spain,legitimate,spam,0.561,legitimate,183,false,v3.2
CALL-012189,CUST-065,2025-09-05,Northstar Mobile,Canada,legitimate,legitimate,0.968,legitimate,86,false,v3.2
CALL-012190,CUST-009,2025-08-09,Harbor CX,France,legitimate,legitimate,0.82,legitimate,190,false,v3.1
CALL-012191,CUST-015,2025-09-29,Nimbus Financial,France,legitimate,robocall,0.57,legitimate,168,false,v3.2
CALL-012192,CUST-084,2025-10-03,Bluepeak Mobile,Germany,fraud,fraud,0.979,fraud,184,true,v3.2
CALL-012193,CUST-002,2025-02-10,Alder Cloud,Canada,spam,legitimate,0.729,spam,96,false,v3.0
CALL-012194,CUST-030,2025-05-26,multi-carrier,Spain,legitimate,legitimate,0.95,legitimate,99,false,v3.1
CALL-012195,CUST-008,2025-04-19,Granite Mobile,United States,spam,spam,0.847,spam,86,true,v3.0
CALL-012196,CUST-002,2025-04-30,Alder Cloud,Canada,legitimate,legitimate,0.877,legitimate,85,false,v3.0
CALL-012197,CUST-082,2025-11-15,Bluepeak Mobile,United States,legitimate,legitimate,0.826,legitimate,92,false,v3.2
CALL-012198,CUST-029,2025-06-22,multi-carrier,United States,legitimate,legitimate,0.856,legitimate,79,false,v3.1
CALL-012199,CUST-040,2025-07-13,Bluepeak Mobile,Canada,spam,spam,0.909,spam,78,true,v3.1
CALL-012200,CUST-002,2025-06-19,Alder Cloud,Canada,legitimate,legitimate,0.963,legitimate,104,false,v3.1
CALL-012201,CUST-020,2025-12-27,Summit Telecom,United States,legitimate,legitimate,0.94,legitimate,69,false,v3.2
CALL-012202,CUST-093,2025-06-16,Alder Telecom,Netherlands,legitimate,legitimate,0.951,legitimate,111,false,v3.1
CALL-012203,CUST-086,2025-08-28,Bluepeak Mobile,Canada,fraud,legitimate,0.674,fraud,126,false,v3.1
CALL-012204,CUST-025,2025-04-17,Northstar Mobile,United States,fraud,fraud,0.874,fraud,82,true,v3.0
CALL-012205,CUST-095,2025-01-01,Alder Telecom,Australia,legitimate,legitimate,0.818,legitimate,130,false,v3.0
CALL-012206,CUST-060,2025-11-27,Northstar Mobile,Spain,spam,spam,0.882,spam,166,true,v3.2
CALL-012207,CUST-021,2025-06-26,Northstar Mobile,Netherlands,robocall,robocall,0.834,robocall,121,true,v3.1
CALL-012208,CUST-001,2025-06-23,Northstar Mobile,United States,legitimate,legitimate,0.958,legitimate,78,false,v3.1
CALL-012209,CUST-015,2025-11-24,Nimbus Financial,France,legitimate,legitimate,0.921,legitimate,167,false,v3.2
CALL-012210,CUST-081,2025-05-10,Bluepeak Mobile,Netherlands,fraud,fraud,0.803,fraud,130,true,v3.1
CALL-012211,CUST-070,2025-01-23,Northstar Mobile,Australia,legitimate,legitimate,0.959,legitimate,115,false,v3.0
CALL-012212,CUST-006,2025-03-07,Everfield Connect,Ireland,legitimate,legitimate,0.845,legitimate,109,false,v3.0
CALL-012213,CUST-083,2025-11-17,Alder Telecom,Canada,legitimate,legitimate,0.925,legitimate,94,false,v3.2
CALL-012214,CUST-043,2025-10-02,Bluepeak Mobile,Canada,legitimate,legitimate,0.94,legitimate,112,false,v3.2
CALL-012215,CUST-093,2025-04-22,Alder Telecom,Netherlands,legitimate,legitimate,0.844,legitimate,85,false,v3.0
CALL-012216,CUST-088,2025-12-12,Bluepeak Mobile,Australia,legitimate,robocall,0.783,legitimate,130,true,v3.2
CALL-012217,CUST-018,2025-03-27,Quartz Cloud,Germany,legitimate,legitimate,0.872,legitimate,113,false,v3.0
CALL-012218,CUST-022,2025-11-03,Alder Telecom,Canada,legitimate,legitimate,0.984,legitimate,87,false,v3.2
CALL-012219,CUST-058,2025-04-22,Alder Telecom,Canada,legitimate,legitimate,0.833,legitimate,45,false,v3.0
CALL-012220,CUST-038,2025-01-14,multi-carrier,Canada,legitimate,legitimate,0.833,legitimate,105,false,v3.0
